
carID	Dir	  Arrival-Time Start-Time	End-Time
1		 N 		01:18:10	01:18:11	01:18:13	
2		 N 		01:18:11	01:18:13	01:18:14	
3		 N 		01:18:12	01:18:14	01:18:15	
4		 N 		01:18:13	01:18:16	01:18:17	
5		 N 		01:18:14	01:18:17	01:18:18	
6		 S 		01:18:14	01:18:18	01:18:19	
7		 S 		01:18:15	01:18:19	01:18:20	
8		 S 		01:18:15	01:18:20	01:18:21	
9		 S 		01:18:16	01:18:21	01:18:22	
10		 S 		01:18:16	01:18:22	01:18:23	
